id,title,obj_type,obj_type_id,Identifier,Collection,Dimensions,Creation dates,created by,Description,Subjects,Subject,Related Collection,Link,distributed by,published by,published in association with,illustrated by,text by,Library of Congress Subject Headings,contributor,created for,was located at,originates from,Publication dates,was created in,designed by,printed by,describes,inspired by,Affiliation with Center for Book Arts,depicts,bound by,created at,typesetting by,Copyright dates,Highlight of,printed under the direction of,also created by,paper made by,typography by,edited by,donated by,drawings by,etchings by,enclosure by,CBA course taught by,photographs by,Unnamed: 48,funded by,text translated by,introduction written by,gift of,cover art by,influenced by,is about,foreword by,woodcuts created by,Submission dates,layout by,lithographs by,commissioned by,introduction by,Related Collections,preface by,calligraphy by,originally published by,owned by
739,[Riservato],Prints,191,FA.B44.0557,Fine Art Collection,,2008,Vittorio Baccelli,"Mail art that consists of two commercially offset printed pieces-- a postcard that advertises a theatrical event with a printed cartoon image of Luigi Pirandello that has been stapled in four places to the postcard, ""arte 2008"" handwritten in pen on verso; ""Archivo Storico/Vittorio Baccelli"" stamped on recto. Second printed work is a graphic work taken from a magazine; text, ""Di Testa Mia/ differenti spettacoli per spettatori differenti...""with the diagram of a human brain, with the temporal lobe labeled, ""Teatro e Lavoro"". Stamped with ""Archivo Storico/Vittorio Baccelli"" on verso. CBA copy is accompanied by one photocopied page of Italian language text, stamped, two photocopied lists, ""Andata & Ritorno, seconda parte"" and a commercial mailing envelope, addressed to CBA/ ""Mapping Correspondence""; stamped and postmarked, ""Firenze CMP -2.7.89-17 Italiane"".",,,Mapping Correspondence,,,,,,,,,,,Italy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2360,"Rita Etc., The Creme #13",Books,177,FA.OSS2.1259,Fine Art Collection,1 vol. unpaginated; 29.1 x 25.6 x 3.2 cm,2001,Norman Shapiro,"Black three ring binder containing a compilation (within sheet protectors) of explicit pornographic illustrations, edited photographs, text, and comic illustrations. Many of the illustrations are signed by the author. Also includes artist's statement. Front cover of binder displays a comic book style illustration entitled ""Rita"". Collection also includes two pamphlet bound books with staple fold bindings: ""Opus A"" includes drawings and edited photographs of various sexual positions; and the second pamphlet titled ""The Plot Thickens!"" appears to be the author's proof from ""Tarzan the Invincible"". The text includes handwritten notes from the author, and the cover is signed and dated.","[""artists' books"", 'copy art', 'pamphlet bindings', 'pornography', 'ring binders']",,,"About Art, Teaching, My Work as a Book Artist",,Euphemisms Publishing Company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5788,River,Pamphlet bindings,184,FA.B69.2110,Fine Art Collection,7 x 8.5 in; 17.78 x 21.59 cm,2016,James Bascara,"A conversation with a river. Made with cut paper, transparency on photocopier (each one is original). Pamphlet binding with staples. Edition of 100.","['pamphlet bindings', 'photocopying', 'staples']",,,Artist's website,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5184,River,Prints,191,FA.FFL1.5005,Fine Art Collection,"76 x 57 cm; 22.25"" x 30""",NA,John Ross,Collagraph print of a red rock canyon landscape. The print is signed by the artist and editioned as 17/50.,"['collagraph printing', 'collagraphs']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5122,Roar shocks,Books,177,FA.B111.2013,Fine Art Collection,10 1/2 x 8 1/2 in.;  26.67 x 21.59 cm.,1998,David Rathman,"""Thirty-three copies of this book printed from magnesium plates on 180 gm Rives BFK; in addition are ten boxed sets of flats on 250 gm. Ink drawings and page composition by David Rathman; with text extracted from treatises on the Rorshach procedure and subsequently modified by multiple Xeroxing. Printed by Philip Gallo at the Hermetic Press; bindings and boxes by Jill Jevne. Copyright 1998 by David Rathman and Granary Books. Of the book this is Copy No. 19/33."" -- colophon","['engraving', 'letterpress copies', 'photocopying', 'xerographic copies']",,,Publisher's description of the book,,Granary Books,,,,,,,,,,,,,,,,,,Hermetic Press,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5547,Rock Breaks Scissors,Books,177,FA.SA1.2080,Fine Art Collection,7 in folded; 17.78 cm folded,2012,Peter H. Barnett,"Folded book with handwritten text and string. Edition number 13 of 100. ""'Rock Breaks Scissors' (scissors cut paper, paper covers rock) extends the artist's long term program of meaningless constructio... 'Rock breaks Scissors' explores the imperatives and perils of creation - having nothing to trust but a method which is constantly revising itself. The object begins with an equilateral triangle and constructs on each of its edges alternating folding isosceles right and equilateral triangles, forming three arms. The texts, articulating inward from the extremities, circulate around each triangle. Two identical printed sheets are trimmed, folded and strung together. Rock breaks Scissors measures 13"" unfolded, 7"" folded."" - from the artist",,folded books,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7508,Rocket Fuel & A Fist Full of Flowers,Zines,194,FA.PC5.4139,Fine Art Collection,6 in x 5 in,2016,Conor P Crunley,"Stitch binding, commercially printed printed",,Zines,Christopher Kardambikis' Paper Cuts Zine Collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2967,"Rock, Paper, Book",Coptic bindings,180,FA.B9.1451,Fine Art Collection,1 volume [unpaged] : ill. ; 24 cm,NA,Scripps College Press,"includes insert with photographs of the students making paper. ""Fourteen students developed the ideas for this book on the subject of paper. The texts and images were printed on Rives Heavyweight using four Vandercook presses. Each section was wrapped with Rives BFK gray, on which meaningful pieces of their own handmade paper were placed. Images were hand-cut into linoleum, or paper itself was added to act as an image. Drawings and cuttings were added to enhance meaning. Each student chose a type face to present their ideas... The binding continues the theme of paper and ideas by using the wrapper paper to complete the covers. A Coptic-style sewing pattern was used to hold all the sections together using linen thread. The class was effectively aided by teaching assistant Chris Yuengling-Niles. ... Edition of 105 copies.""--Colophon. Writers, artists, printers: Brendan Gillett, Anastasia Patterson, Lily Stewart, Gretchen Allen, Garrett Wong, Kate MacDonnell, Carrie Latimer, Jaron Kent-Dobias, Siyao Xie, Jay Jonsson, Jacob Bandes-Storch, Rob O'Neill, Jack Ma, Chelsea Carlson. Typefaces used (with printer's name): Brendan Gillett: Garamond; Anastasia Patterson: Caslon; Lily Stewart: Garmond; Gretchen Allen: Caslon; Garrett Wong: Caslon; Kate MacDonnell: Garamond; Carrie Latimer: Caslon: Caslon; Jaron Kent-Dobias: New Fournier; Siyao Xie: Garamond; Jay Jonsson: Garamond; Jacob Bandes-Storch: Ehrhardt; Rob O'Neill: New Fournier; Jack Ma: Optima, New Fournier; Chelsea Carlson: Garamond.","['Coptic bindings', 'Paper, Handmade.', 'linoleum']",,,,,,,,,,,,,,,Claremont,,,,,,,,,,2013,,Kitty Maryatt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4799,Rock Song,Broadsides,192,FA.FFM1.4005,Fine Art Collection,"36.5 x 54 cm,  14.5"" x 21.25""",1979,,"Letterpress broadside printed in five colors, two greens and three blues. Printed on handmade paper. The broadside text are repeated rock song lyrics. Signed, titled, and listed as an artist's proof by the artist.",,rock,,Cabbagehead Press,,,,,,,,,,,,,,,,,,,,Cabbagehead Press,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2824,Roland and Jacques,Pamphlet bindings,184,FA.B87.1312,Fine Art Collection,[20] p. : ill. ; 19 cm.,NA,Liese A. Ricketts,Stitched pamphlet bound; grey on Mohawk warm white. A story about photography from an unusual point of view.,,black-and-white photography,,,,,,,,,,,,,,Chicago,Sally Alatalo,,,,,,,,,1998,,The School of the Art Institute of Chicago,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7590,Room Where I Get What I Want,Zines,194,FA.PC8.4217,Fine Art Collection,8 in x 6 in,2015,S. Whitney Holmes,"Perfect binding, commercially printed",,Zines,Christopher Kardambikis' Paper Cuts Zine Collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4731,[Rooster Days Festival],Broadsides,192,FA.FFM2.4014,Fine Art Collection,"36.5 x 49 cm,  14.25"" x 19""",2002,Amos Paul Kennedy Jr.,"Poster created for the Rooster Days Festival October 12-13, 2002 in York Alabama. The poster is printed on chipboard in multiple colors with black text. The poster is signed by the artist.",,,,"Amos Paul Kennedy, Jr. Website",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4949,[Roots],Prints,191,FA.FFB6,Fine Art Collection,"3 prints at 21 x 21 cm; 3 prints at 8.5"" x 8.5""",NA,,A set of three double-sided relief prints connected together with yellow twine with beads for hanging.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8163,Rosabelle Believe!,Pamphlet bindings,184,FA.B132.3106,Fine Art Collection,5.5 x 8.5 in; 14 x 20.4 cm,NA,Christina Martinelli,"Softcover, bound with pamphlet stitch. Black-and-white. Inkjet printed. Edition of 50. Symmetrical geometric drawings on graph paper.","['bilateral symmetry', 'pamphlet bindings']",,,,,,,,,,,,,,2017,,,,,,2019 Scholars for Advanced Studies in the Book Arts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3412,Rose's Aga Recipes,Books,177,FA.B104.1589,Fine Art Collection,20 x 15 cm,1995,Rosalind Randle,"Pale pink and rose diamond-patterned cloth hardcover binding. Printed and published by The Whittington Press, Lower Marston Farm, Risbury, Herefordshire, c1995. ""950 copies of this fifth edition printed in 11-point Bell type on Zerkall Silurian mould-made paper. Bound by The Fine Bindery""--Colophon.","[""artists' books"", 'cookbooks', 'food', 'recipes', 'stoves', 'woodcuts']",,,Whittington Press Shop,,Whittington Press,,,,,,,,,,,,Whittington Press,,,,,The Fine Bindery,,,1984,,,,,,,,,,,,,,,,,,,,,,Judith Verity,,,,,,,,,,
3186,Rosita,Books,177,FA.SA1.1454,Fine Art Collection,22 x 14 x 4 (8.5 x 5.5 x 1.5 inches),2013,Cecile Chong,"Encaustic, marbled paper, and book. ""Rosita"" is one encaustic book from a series of four. The other books in the series (not collected by the Center for Book Arts) are ""Esmeralda"", Socorro"", and ""Alma"".",,,,,,,,,,,,,,,,Center for Book Arts Collection Place Authority,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1178,Rough Sleeping Patterns,Perfect bindings,182,FA.B59.0916,Fine Art Collection,dust jacket [unfolded]: 95.8 x 64.5 cm; ; book: 24 x17cm,2009,Mark Kent,"Edition of 400, inscribed by the artist (?). Commercially color offset printed book, perfect bound with dust jacket that is also folded poster, with blind embossed title. This book presents images of Kent's work with accompanying essays by Maria Jonnson and Jannie Regnerus. It is the product of a larger installation work that was inspired by a biking trip in Norway, during which Kent designed patterns based on sound coordinates that he recorded during his trip. The book was published in conjunction with a 2008 exhibition mounted at the Ellen de Bruijune Gallery.","[""artists' books"", 'computer art', 'offset lithography', 'perfect bindings']",,,,,Ellen de Bruijne PROJECTS,,,Maria Jönsson,,,,,,,,Mevis & van Deursen,Tienkamp en Verheij,,,,,,,,,,,,,,"['Andy Brown', 'Fleur Derogee']",,,,,,Sasha Steenson,,,David McKay,,,,Jitske van der Velde,,,,,,,,,,,,,
7087,Routine Risks,Books,177,FA.B118.2394,Fine Art Collection,5.5 x 8.5 in,1976,,"Casebound book of poetry by Robert Hahn and printed by Timothy Anderson and Harry Duncan of Abattoir Editions at the University of Nebraska at Omaha. Bound in brown Tairei paper with a rice paper dust jacket. Hand printed with Romulus types in black on Wookey Hole Mill paper, title in blue on title page. Edition number 74 of 200.","['case bindings', 'letterpress printing', 'poetry']",,,,,Abattoir Editions,,,Robert Hahn,,,,,,,,,"['Timothy Anderson', 'Harry Duncan']",,,,,,,,,,,,,,,Jacqueline Lipsky,,,,,,,,,,,,,,,,,,,,,,,,,
3820,"Rubaiyat 7, 8, 9",Broadsides,192,FA.OSB2.1837,Fine Art Collection,12 x 12.5 in; 30.5 x 31.75 cm,2017,,"From Ahli by Basma Kavanagh. From colophon: Designed and printed by Julia Blasius, Stephanie Hammer, and Zoe Katz to commemorate the author's honorable mention in the 2017 poetry chapbook program at the Center for Book Arts, New York, NY. This edition was printed on recycled paper from French Paper Company. Typefaces are bell monotype, lightline gothic, and new caslon. This is print no. 1 of 100. Signed by the author. CBA copy 1 of 2.","['broadsides', 'poetry']",,,,,,Center for Book Arts Poetry Chapbook Competition,,Basma Kavanagh,,,,,,,,,"['Julia Blasius', 'Stephanie Hammer', 'Zoe Katz']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3821,"Rubaiyat 7, 8, 9",Broadsides,192,FA.OSB2.1838,Fine Art Collection,12 x 12.5 in; 30.5 x 31.75 cm,2017,,"From Ahli by Basma Kavanagh. From colophon: Designed and printed by Julia Blasius, Stephanie Hammer, and Zoe Katz to commemorate the author's honorable mention in the 2017 poetry chapbook program at the Center for Book Arts, New York, NY. This edition was printed on recycled paper from French Paper Company. Typefaces are bell monotype, lightline gothic, and new caslon. This is print no. 2 of 100. Signed by the author. CBA copy 2 of 2.","['broadsides', 'poetry']",,,,,,Center for Book Arts Poetry Chapbook Competition,,Basma Kavanagh,,,,,,,,,"['Julia Blasius', 'Stephanie Hammer', 'Zoe Katz']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5601,"Rudolf Franke 1913-1970 : Schriftbilder, Aquarelle, Zeichnungen, Buchumschläge",Posters,34242,FA.FFL5.5047,Fine Art Collection,"70 x 50 cm;  27.5"" x 19.5""",1988,Klingspor-Museum Offenbach,"An offset printed exhibition poster for the exhibition of typographer Rudolf Franke's work at the Klingpor-Museum in Offenbach, Germany. At the head of the title, the dates of the exhibition are listed: ""Klingspor-Museum, Offenbach am Main, 8. Juli bis 28 August 1988."" The poster is illustrated with one of Franke's works, containing the text ""Leonardo Da Vinci grandissimi fiumi corran sotto terra ..."" The museum hours and address are listed at the foot of the poster. CBA has one copy, this is copy 1.","['offset printing', 'posters']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rudolf Franke,,,,,,,,,,,,
1453,[Rudolf Koch],Broadsides,192,FA.FFS12.3110,Fine Art Collection,46 x 31.5 cm,NA,D. Stempel AG,"Letterpress printed broadside with German text printed in black ink on brown paper. Text appears to be commemorating Rudolf Koch, German calligrapher and type designer",,letterpress printing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4646,Rules of Engagement,Books,177,FA.B107.1963,Fine Art Collection,9 x 7 in; 22.9 x 17.8 cm,NA,Miriam Schaer,"""'Rules of Engagement' is a series of 20 hostess aprons by Miriam Schaer that depict images of women with hand-embroidered epigrams from Sun Tsu's 'The Art of War'."" -- colophon","['aprons', 'epigrams', 'perfect bindings']",,,,,,,,,,,,,,,,,,,,,,,,,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7536,Ruminations,Zines,194,FA.PC6.4164,Fine Art Collection,9 in x 6 in,2020,"['E:17 Zines', 'Evyan Roberts']","Staple binding, commercially printed",,Zines,Christopher Kardambikis' Paper Cuts Zine Collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5519,Rummage,Broadsides,192,FA.FFM7.4060,Fine Art Collection,"43 x 32 cm;  17"" x 12.75""",1977,,"A letterpress printed broadside of a Mark Kaminsky poem. The title is printed four times; once in blue, and three times in gray. The text of the poem is printed in black. The colophon reads: ""Joe Freedman is pleased to announce with this broadside the opening of the Sarabande Press, 611 Broadway, New York City, 10012. The Okawara handmade paper was printed on a Vandercook SP15 in an edition of 125 using Jan van Krimpen's Lutetia typeface. This poem first appeared in 'Response' and will be included in a collection of poems entitled Daily Bread with photographs by Leon Supraner from the University of Illinois Press."" CBA has one copy, this is copy 1.","['broadsides', 'letterpress printing', 'poetry']",,,,,,,,Marc Kaminsky,,,,,,,New York City,,"['Joe Freedman', 'Sarabande Press']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323,Rumplestory,Pamphlet bindings,184,FA.B54.0324,Fine Art Collection,14 leaves; 28 x 22 cm,1993,Penny Dell,"Pamphlet bound with buff illustrated wrappers. Book presents photoreproduced images and text. ""Rumplestory was illustrated using a GOCCO press. It was typeset on an IBMA compatible computer, and printed by a Hewlett Packard Laserjet Series II. An edition of 50 was printed on 17"" x 11"" 60 lb. Parchment bond. Marcia Wilson provided inspiration, guidance and telephone instructions on how to sew the damn thing together.""--Colophon.",,,,,,,Center for Book Arts,,David Dell,,,,,,,,,,,,,,,,,,,,Marcia Sandmeyer Wilson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7291,Running Wild: A Little Idle Conversation,Zines,194,FA.PC1.4018,Fine Art Collection,6 in x 5 in,2011,Sarah Locke,Single-page zine,,Zines,Christopher Kardambikis' Paper Cuts Zine and Podcast Collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7994,Run O' The River,Books,177,FA.B131.3048,Fine Art Collection,1 volume (unpaged) ; 5.5 x 15 in,NA,"['Linda Zeb Hang', 'Keith Graham']","Softcover, saddle stitched (staple bound). Cover is letterpress printed.",,,,,,Sming Sming Books,,,,,,,,,2022,,,,,,"['2019 Scholars for Advanced Studies in the Book Arts', 'Center for Book Arts Book Artist-in-Residence 2020']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783,Russian Folk Story,Books,177,FA.B84.1288,Fine Art Collection,24 p. : col. ill. ; 21 x 15 cm.,NA,,"Printed book including a signed monoprint and seal. Story tells a traditional Russian folktale contemporarized. (Fox and Rabbit, Kolia Bokov (literary allusion to Kolobok), Wolf and seven little kids, Kurvec Riabov (literary allusion to Hen Riaba), Turnip, Red Cap, Vagonok (literary allusion to Teremok). Made and illustrated by Vlasov; text by Pogarsky. Edition 15/21 - signed.",,folk tales,,,,,,Vasily Vlasov,Mikhail Pogarsky,,,,,,2012,,Vasily Vlasov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4801,"Rustic Folk, For Bob",Prints,191,FA.FFM1.4004,Fine Art Collection,"36 x 54 cm,  14"" x 21.25""",1979,Cabbagehead Press,"Letterpress printed broadside with collaged felt and glitter. Printed in brown, red, and blue ink on paper handmade by the artist in Madison, WI. There are designs on either side of the print collaged in multi-color felt and silver glitter. The print is signed and titled by the artist.",,,,Cabbagehead Press,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1513,Sacred Poem XXXVII,Altered books,195,FA.OSS4.1122,Fine Art Collection,15.2 x 11.4 x .03 cm (unframed); 4 1/2 x 6 inches (unframed); 10 3/4 x 12 7/8 inches (framed),2007,Carole P. Kunstadt,"Framed altered antique book with pages from Parish Psalmody, dated 1844, that have been cut, woven and recombined.",,Altered books,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,Safety,Accordion books,185,FA.B10.0134,Fine Art Collection,15.2 x 15.6 cm (6 x 6 1/8 inches),1997,Jennifer Yorke,"Number 26 in an Edition of 150. Offset printed; one folio that contains an accordion fold book and inset signed and numbered colophon. ""Printed at the School of Art Institute of Chicago by Tom Denlinger on Fraser Glacier Opaque satin finish copyright 1997 J.Yorke.""--Colophon. CBA copy also includes an inset letter from the artist to CBA--""...Safety explores the ambiguous nature of public space and unreliability of appearances through the use of cliche and repetition. The structure of the book itself, a two-sided accordion, mirrors the dual perception of threat and security often experienced in a crowd.""","[""artists' books"", 'folded books', 'offset lithography']",,,,,,,,,,,,,Chicago,,,,Tom Denlinger,,,,,,The School of the Art Institute of Chicago,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1416,Sag Harbor Big Blue Gasball Dismantled,Pamphlet bindings,184,FA.B55.1017,Fine Art Collection,18.5 x 18 cm,2006,Franco Marinai,"Number 20 in an Edition of 35, signed by the artist. Staple bound, accordion fold book with letterpress printed cover text and eight dust-grain copper plate photogravures, printed on the recto and verso of each page. ""Built in 1931, Sag Harbor Hortonosphere- also known as the Big Blue Gasball- was dismantled in 2006. Aquatinted photogravures from plates made and hand printed on Magnini paper by Franco Marinai.""--Colophon.","[""artists' books"", 'folded books', 'photogravures']",,,,,,,,,,,,,,,New York,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7808,Sailors & Seamonsters // K.T & Kendra,Comic books,196,FA.PC8.4252,Fine Art Collection,16 pages ; 20 cm,NA,Kendra & Kat,Staple bound comic book.,"['adventure story comics', 'sword and sorcery comics']",,Christopher Kardambikis' Paper Cuts Zine Collection,Artist Website,,,,,,"Comic books, strips, etc.",,,,,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5259,Sakura Park,Broadsides,192,FA.FFS23.3226,Fine Art Collection,"41.5 x 23 cm, 16"" x 9""",2005,,"A letterpress printed broadside of a Ryan Murphy poem, printed in black and orange. The broadside is signed by the poet, and the colophon reads: ""This broadside was printed in an edition of 75 copies using Univers 18 point at the Center for Book Arts, New York City, on June 26, 2005."" CBA has two copies.","['broadsides', 'letterpress printing', 'poetry']",,,,,,,,Ryan Murphy,,,,,,,New York City,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5904,Salami Dreamin',Books,177,FA.B115.1856,Fine Art Collection,11.75 x 14.25 in; 29.9 x 36.2 cm,NA,Michelle Maguire,"Case-bound into cloth over boards. Printed on Arches 88 mold-made paper using lithography and silkscreen printing. Letterpress printed from polymer plates on Stonehenge rag cotton paper. Each copy includes a tipped-in short sheet at the back of the book, which was litho-, silkscreen-, and letterpress-printed on Moriki paper, plus a bonus silkscreen-on-newsprint pamphlet. 11.75 x 14.25 inches; 68 pages; 14 prints. Edition number 24 of 50. Signed by the artist.","['case bindings', 'color lithographs', 'families', 'letterpress printing', 'screen printing']",,,Artist's website,,,,,Aaron Beck,,,,,,,,,"['Michelle Maguire', 'Michael Weigman', 'Jen Slezak', 'Logan Schmitt']",,,,,"['Michelle Maguire', 'Brenda Goodwin', 'Heather Wetzel']",,,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7729,Salon für Kunstbuch,Books,177,FA.B123.2493,Fine Art Collection,66 pages ; illustrations : 18 cm,2016,Bernhard Cella,"Symth-sewn binding, removable embossed dust jacket.","[""artists' books"", 'installations', 'salons']",,,Salon für Kunstbuch Website,,,,,,,,,,,,Vienna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6693,[Salt],Broadsides,192,FA.OSB4.1168.2,Fine Art Collection,,2009,,Part of the 2009 Center for Book Arts Broadsides Reading Series.,"['Broadsides to move', 'letterpress printing', 'poetry']",,,,,,Center for Book Arts Broadsides Reading Series,,Leslie Harrison,,,,,,,,,Crown Ring Press,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1038,"Salt Mother, Animal Dad",Chapbooks,198,FA.B57.0836,Fine Art Collection,22 p.; 23 x 17.5 cm,2004,,"CBA copy 1; Number 82 in an Edition of 100, signed by the poet. Pamphlet bound; hand stitched binding; buff illustrated wrappers. Letterpress printed original poetry by Zucker. ""Salt Mother Animal Dad won the 2004 Center for Book Arts Poetry Chapbook Competition. The judges were C.K. Williams and Sharon Dolin. Copyright 2004 Jeffrey Skinner. The text was set in Joanna, designed by Eric Gill. The paper is Magnani Velata bound in Canford covers. The book was designed and printed letterpress by Nancy Loeber...""- Colophon.","['Chapbooks', 'letterpress printing']",,,,,,Center for Book Arts Poetry Chapbook Competition,,Jeffrey Skinner,,,,,,,,Nancy Loeber,,,,,,,Center for Book Arts,,,,,,,Eric Gill,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,Sanctuary,Pamphlet bindings,184,FA.B13.0207,Fine Art Collection,19 leaves; 24 x 17.7 cm (9 3/8 x 7 inches),1986,Stan Kaplan,"Staple fold binding; black and white offset printed, illustrated wrappers. Book consists of offset printed reproductions of black and white etchings depicting stylized depictions of barroom scenes. ""...During the winter of 1980, I visited Manuche's Restaurant almost every week and made sketches of people around the bar...""-- End matter. CBA copy is accompanied by a xerox excerpt of a book [unknown pp.50-51] with an original poem by Kaplan along with the book's end matter text and one of the artist's images.","[""artists' books"", 'offset printing', 'pamphlet bindings']",,,,,Tortoise Press,,,,,,,,Levittown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2725,Sanctus Sonorensis,Perfect bindings,182,FA.B82.1245,Fine Art Collection,[90] p. : chiefly col. ill. ; 11 x 8.3 in (28 x 21 cm),NA,Phillip Zimmermann,"Offset printed board-book, foil-stamped title, gilded page edges. Edition of 1000.","['documentary photographs', 'immigration']",,,23sandy.com,,Spaceheater Editions,,,,,,,,,,,,,,,,,,,,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4877,Sand Cast Type,Pamphlets,34239,FA.FFS8.3073,Fine Art Collection,"16.5 x 23 cm (folded); 6.5"" x 9"" (folded)",1984,,"Letterpress printed pamphlet about the process of sand casting aluminum type to fill in missing letters of type type fonts. The pamphlet in printing in black, burgundy and dark bluish grey. It is double-sided with one fold of the center of the page. The colophon states that is was printed for the Fourth Biennial Meeting of The American Typecasting Fellowship in Washington, D.C. held June 21-24, 1984.","['expanded typefaces', 'letterpress printing']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
692,San Simon: Patron of of Drunkards and Whores,Prints,191,FA.B33.0510,Fine Art Collection,15.6 x 10.8 cm,NA,,"Number 23 in an Edition of 300; PCX No.2; signed by Gosfield and Faust. Collage and double side letterpress printed postcard with an illustration of a man holding a satchel and secptor (?); with a bottle of J&B and a gold heart ""Rub here for luck"". ""Letterpress by Dikko, paper treated by Josh. Types: Bernhared Modern: Bank Copperplate & (?) Wood Gothics."" CBA copy is accompanied by a gray Purgatory Pie Press mailing envelope ""Do Not Bend. It's Art.""; postmarked 15 May 1991.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5907,[SAPC postcard installation],Prints,191,FA.OSS1.2174,Fine Art Collection,4 x 6 in; 10.16 x 15.24 cm,NA,Shinsuke Aso,"Set of postcards made from found papers by Shinsuke Aso. Includes a cardboard box with a slot labeled, ""Postcard 25 cents each,"" and a lock to secure the box. ""SAPC is a pseudo postcard company that I run as a long-term performance. I make postcards with found papers such as cardboard and packages and sell them for 25 cents each. The postcard can be simultaneously an artwork and communication device depending on how the audience recognizes it."" -- artist's website","['installation artists', 'postcards']",,,Artist's website,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1470,Sati Said to Me Yesterday,Broadsides,192,FA.FFM4.4033,Fine Art Collection,34 x 53 cm; 13 1/2 x 20 1/2 inches,NA,,"Letterpress printed morbid-themed broadside with a poem accompanied by an image of two severed fingers, printed in red ink.",,letterpress printing,,,,,,,,,,,,,,,,,,,,Chitra Ganesh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
